1000013	20922526	0.02
1000013	20927378	0.03
1000013	20989947	0.02
1000014	20861838	0.03
1000014	20894746	0.05
1000014	20894747	0.03
1000014	20894787	0.02
1000014	20919789	0.02
1000014	20919824	0.03
1000014	20922526	0.02
1000014	20927379	0.02
1000014	20989948	0.02
1000015	20893647	0.02
1000015	20894788	0.02
1000015	20913317	0.02
1000015	20920065	0.02
1000015	20922526	0.03
1000015	20927380	0.02
1000015	20989949	0.02
1000016	20433127	0.02
1000016	20894748	0.02
1000016	20894789	0.02
1000016	20920066	0.03
1000016	20920067	0.02
1000016	20922526	0.02
1000016	20927381	0.08
1000016	20989950	0.04
1000017	20894749	0.02
1000017	20894790	0.02
1000017	20920068	0.02
1000017	20925807	0.02
1000017	20927382	0.02
1000017	20989951	0.02
1000018	20083374	0.14
1000018	20674530	0.1
1000018	20894791	0.02
1000018	20918502	0.02
1000018	20927383	0.02
1000018	20989952	0.02
1000019	20107389	0.03
1000019	20413837	0.71
1000019	20522860	0.06
1000019	20627905	0.86
1000019	20674530	0.86
1000019	20893647	0.05
1000019	20893657	0.09
1000019	20894736	0.87
1000019	20894792	0.02
1000019	20920069	0.03
1000019	20920070	0.02
1000019	20925808	0.07
1000019	20925809	0.05
1000019	20927384	0.02
1000019	20989953	0.04
100002	20092609	0.02
100002	20094513	0.02
100002	20094744	0.02
100002	20095780	0.02
100002	20097035	0.09
100002	20097078	0.02
100002	20098722	0.04
100002	20106518	0.02
100002	20106519	0.02
1000020	20674530	0.14
1000020	20894750	0.02
1000020	20894793	0.02
1000020	20920071	0.03
1000020	20927385	0.03
1000020	20927386	0.03
1000020	20989954	0.02
1000021	20894737	0.02
1000021	20894794	0.02
1000021	20894795	0.02
1000021	20920072	0.02
1000021	20925810	0.02
1000021	20927387	0.02
1000021	20989955	0.02
1000022	20889421	0.02
1000022	20894751	0.02
1000022	20894752	0.02
1000022	20894796	0.02
1000022	20920073	0.02
1000022	20925811	0.02
1000022	20925812	0.04
1000022	20927388	0.15
1000022	20989956	0.02
1000023	20894753	0.02
1000023	20894797	0.03
1000023	20894798	0.02
1000023	20920074	0.02
1000023	20925811	0.02
1000023	20927389	0.02
1000023	20989957	0.02
1000024	20413837	0.09
1000024	20893657	0.03
1000024	20894736	0.05
1000024	20894799	0.02
1000024	20920075	0.03
1000024	20925813	0.02
1000024	20927389	0.02
1000024	20989958	0.1
1000024	20989959	0.02
1000025	20893904	0.02
1000025	20894800	0.02
1000025	20913396	0.02
1000025	20925776	0.02
1000025	20927387	0.25
1000025	20989960	0.02
1000026	20699783	0.02
1000026	20894754	0.02
1000026	20913396	0.02
1000026	20925814	0.02
1000026	20927390	0.02
1000026	20989961	0.02
1000027	20627905	0.14
1000027	20893657	0.02
1000027	20893924	0.02
1000027	20894801	0.02
1000027	20913396	4
1000027	20920076	0.19
1000027	20920077	0.02
1000027	20920078	0.05
1000027	20920079	0.02
1000027	20920080	0.47
1000027	20925815	0.02
1000027	20927391	0.03
1000027	20927392	0.05
1000027	20927393	0.05
1000027	20989962	0.03
1000028	20893647	0.26
1000028	20893663	0.06
1000028	20894755	0.02
1000028	20894756	0.06
1000028	20894802	0.02
1000028	20920080	0.02
1000028	20925816	0.02
1000028	20927394	0.03
1000028	20989963	0.02
1000029	20124241	0.26
1000029	20894802	0.02
1000029	20913396	0.02
1000029	20922526	0.04
1000029	20927395	0.02
1000029	20989964	0.02
100003	20092610	0.02
100003	20094461	0.08
100003	20094514	0.02
100003	20094732	0.04
100003	20094745	0.02
100003	20094875	0.28
100003	20095781	0.02
100003	20095782	2.47
100003	20095783	0.12
100003	20098723	0.02
100003	20106520	0.02
1000030	20894757	0.02
1000030	20894803	0.02
1000030	20920081	0.02
1000030	20925817	0.02
1000030	20927396	0.02
1000030	20989965	0.03
1000031	20392654	0.02
1000031	20894804	0.02
1000031	20913396	0.02
1000031	20922526	0.04
1000031	20927397	0.02
1000031	20989966	0.02
1000032	20392654	0.02
1000032	20894805	0.02
1000032	20920082	0.02
1000032	20922526	0.03
1000032	20925805	0.03
1000032	20927398	0.02
1000032	20989967	0.02
1000033	20674530	0.05
1000033	20894758	0.02
1000033	20894806	0.02
1000033	20920083	0.02
1000033	20927399	0.02
1000033	20989968	0.1
1000034	20392654	0.02
1000034	20894807	0.04
1000034	20894808	0.02
1000034	20920084	0.02
1000034	20925818	0.03
1000034	20927400	0.02
1000034	20989969	0.03
1000035	20522860	0.02
1000035	20894759	0.02
1000035	20894760	0.02
1000035	20894809	0.02
1000035	20920085	0.02
1000035	20925819	0.02
1000035	20927391	0.03
1000035	20989970	0.02
1000036	20524488	0.02
1000036	20561987	0.02
1000036	20894761	0.02
1000036	20894810	0.02
1000036	20913300	0.04
1000036	20925820	0.03
1000036	20927401	0.02
1000036	20927402	0.02
1000036	20989971	0.02
1000037	20109606	0.08
1000037	20523228	0.03
1000037	20894811	0.02
1000037	20925821	0.02
1000037	20927403	0.04
1000037	20989972	0.02
1000038	20562241	0.07
1000038	20894762	0.03
1000038	20894812	0.02
1000038	20925822	0.04
1000038	20927404	0.02
1000038	20989973	0.03
1000039	20414644	0.07
1000039	20561754	0.06
1000039	20892471	0.02
1000039	20894813	0.02
1000039	20904303	0.03
1000039	20925787	0.02
1000039	20925823	0.02
1000039	20927405	0.04
1000039	20989974	0.02
100004	20092611	0.02
100004	20092612	0.02
100004	20093665	0.02
100004	20094461	0.02
100004	20094875	0.02
100004	20095782	0.2
100004	20098724	0.02
100004	20106521	0.02
1000040	20414644	0.17
1000040	20894814	0.02
1000040	20904304	0.13
1000040	20925824	0.02
1000040	20927406	0.02
1000040	20989975	0.02
1000041	20414644	0.02
1000041	20894815	0.02
1000041	20919395	0.04
1000041	20925825	0.02
1000041	20927407	0.02
1000041	20989976	0.02
1000042	20894763	0.02
1000042	20894816	0.02
1000042	20920086	0.02
1000042	20925826	0.16
1000042	20927408	0.02
1000042	20962708	0.02
1000043	20132354	0.06
1000043	20894764	0.02
1000043	20894817	0.02
1000043	20913300	0.02
1000043	20925826	0.02
1000043	20989977	0.02
1000044	20861574	0.02
1000044	20894765	0.02
1000044	20894818	0.02
1000044	20925827	0.03
1000044	20927409	0.02
1000044	20989978	0.02
1000045	20861574	0.32
1000045	20862002	0.05
1000045	20894766	0.02
1000045	20894819	0.02
1000045	20925828	0.02
1000045	20927410	0.02
1000045	20989979	0.02
1000046	20523228	0.04
1000046	20894767	0.02
1000046	20894819	0.05
1000046	20894820	0.02
1000046	20922526	0.02
1000046	20925829	0.05
1000046	20927411	0.02
1000046	20989979	0.02
1000047	20523228	0.02
1000047	20894768	0.02
1000047	20894821	0.07
1000047	20894822	0.03
1000047	20925830	0.02
1000047	20927412	0.02
1000047	20989980	0.02
1000048	20894769	0.04
1000048	20894823	0.02
1000048	20904300	0.03
1000048	20922526	0.02
1000048	20927413	0.02
1000048	20989980	0.02
1000049	20028699	0.02
1000049	20894770	0.02
1000049	20894824	0.09
1000049	20894825	0.02
1000049	20904304	0.04
1000049	20925831	0.02
1000049	20927414	0.02
100005	20092613	0.03
100005	20094515	0.06
100005	20094746	0.02
100005	20095782	0.02
100005	20095784	0.1
100005	20095785	0.11
100005	20095786	0.05
100005	20095787	0.02
100005	20097035	0.03
100005	20097078	0.02
100005	20105791	2.66
100005	20106361	0.02
100005	20106362	0.34
100005	20106363	0.02
100005	20106364	0.07
1000050	20562225	0.03
1000050	20868364	0.19
1000050	20894826	0.02
1000050	20925832	0.02
1000050	20927414	0.13
1000050	20927415	0.02
1000050	20927416	0.02
1000050	20927417	0.04
1000050	20989981	0.02
1000051	20861574	0.11
1000051	20894771	0.02
1000051	20894824	0.02
1000051	20925833	0.02
1000051	20927416	0.04
1000051	20927417	0.02
1000051	20989982	0.04
1000052	20394981	0.1
1000052	20894772	0.05
1000052	20894773	0.02
1000052	20894774	0.09
1000052	20894827	0.04
1000052	20920087	0.04
1000052	20925834	0.02
1000052	20927418	0.02
1000052	20989983	0.02
1000053	20894775	0.02
1000053	20894828	0.02
1000053	20919483	0.11
1000053	20920088	0.02
1000053	20923747	0.02
1000053	20927419	0.02
1000053	20989984	0.06
1000054	20894776	0.02
1000054	20894828	0.02
1000054	20920089	0.02
1000054	20925835	0.02
1000054	20925836	0.05
1000054	20927420	0.02
1000054	20989985	0.02
1000054	20989986	0.02
1000055	20893470	0.02
1000055	20894829	0.02
1000055	20920090	0.02
1000055	20925837	0.02
1000055	20927421	0.02
1000055	20989987	0.02
1000056	20894777	0.02
1000056	20894830	0.02
1000056	20920091	0.03
1000056	20925838	0.02
1000056	20927422	0.03
1000056	20989988	0.02
1000057	20046942	0.03
1000057	20894778	0.02
1000057	20894831	0.02
1000057	20925839	0.1
1000057	20925840	0.02
1000057	20925841	0.1
1000057	20925842	0.03
1000057	20925843	0.05
1000057	20927423	0.02
1000057	20989989	0.02
1000058	20195422	0.02
1000058	20195685	0.04
1000058	20894778	0.02
1000058	20894779	0.02
1000058	20894832	0.02
1000058	20925844	0.02
1000058	20927424	0.1
1000058	20927425	0.02
1000058	20989990	0.02
1000059	20058409	0.03
1000059	20418338	0.04
1000059	20894780	0.02
1000059	20894832	0.02
1000059	20925845	0.02
1000059	20989991	0.02
100006	20092614	0.04
100006	20094516	0.02
100006	20094747	0.02
100006	20095782	0.04
100006	20095788	0.04
100006	20098725	0.02
100006	20105791	0.11
100006	20106364	0.02
1000060	20571389	0.02
1000060	20894034	0.02
1000060	20894833	0.03
1000060	20894834	0.03
1000060	20925846	0.02
1000060	20927426	0.02
1000060	20989992	0.02
1000061	20751632	0.02
1000061	20894781	0.02
1000061	20894833	0.02
1000061	20925847	0.03
1000061	20927427	0.02
1000061	20989993	0.02
1000062	20894782	0.02
1000062	20894835	0.14
1000062	20920092	0.02
1000062	20925848	0.18
1000062	20925849	0.04
1000062	20927428	0.02
1000062	20989993	0.02
1000063	20052006	0.04
1000063	20894783	0.02
1000063	20894836	0.02
1000063	20925849	0.02
1000063	20927425	0.06
1000063	20927429	0.08
1000063	20927430	0.02
1000063	20927431	0.02
1000063	20989994	0.02
1000064	20894784	0.02
1000064	20894835	0.1
1000064	20894837	0.17
1000064	20920093	0.02
1000064	20925848	0.04
1000064	20925849	0.02
1000064	20927432	0.02
1000064	20989995	0.03
1000065	20062727	0.04
1000065	20203376	0.09
1000065	20894838	0.02
1000065	20920094	0.04
1000065	20925850	0.02
1000065	20927433	0.05
1000065	20989996	0.04
1000066	20702413	0.02
1000066	20894839	0.02
1000066	20920095	0.02
1000066	20925851	0.02
1000066	20925852	0.02
1000066	20927434	0.05
1000066	20989997	0.02
1000067	20635351	0.02
1000067	20868364	0.02
1000067	20894839	0.02
1000067	20925853	0.02
1000067	20925854	0.04
1000067	20927435	0.02
1000067	20989998	0.02
1000068	20868364	0.02
1000068	20894840	0.02
1000068	20920096	0.02
1000068	20925853	0.02
1000068	20927436	0.05
1000068	20989999	0.02
1000069	20195685	0.02
1000069	20868364	0.68
1000069	20894835	0.09
1000069	20925843	0.13
1000069	20925855	0.02
1000069	20927437	0.02
1000069	20990000	0.02
100007	20092615	0.02
100007	20094517	0.04
100007	20094748	0.02
100007	20094749	0.24
100007	20095783	0.02
100007	20098726	0.02
100007	20105791	0.23
100007	20106362	0.04
1000070	20868364	0.04
1000070	20894824	0.02
1000070	20894825	0.02
1000070	20920097	0.02
1000070	20925856	0.02
1000070	20927438	0.02
1000070	20962708	0.06
1000071	20571965	0.02
1000071	20868364	0.02
1000071	20894835	0.02
1000071	20920098	0.08
1000071	20925857	0.02
1000071	20927439	0.02
1000071	20990001	0.02
1000072	20868364	0.23
1000072	20894841	0.02
1000072	20894842	0.02
1000072	20920099	0.02
1000072	20925840	0.06
1000072	20927440	0.03
1000072	20990002	0.02
1000073	20868364	0.03
1000073	20894843	0.02
1000073	20920100	0.02
1000073	20925858	0.02
1000073	20927441	0.08
1000073	20927442	0.06
1000073	20927443	0.02
1000073	20990003	0.02
1000074	20571805	0.02
1000074	20868364	0.1
1000074	20894835	0.02
1000074	20925859	0.02
1000074	20927444	0.02
1000074	20990004	0.02
1000075	20524485	0.06
1000075	20868364	0.32
1000075	20894844	0.02
1000075	20913294	0.06
1000075	20925860	0.03
1000075	20927445	0.02
1000075	20990004	0.04
1000076	20810262	0.04
1000076	20868364	0.02
1000076	20894845	0.02
1000076	20925858	0.02
1000076	20927446	0.02
1000076	20927447	0.02
1000076	20990005	0.02
1000077	20868364	0.08
1000077	20894846	0.02
1000077	20904280	0.09
1000077	20904282	0.04
1000077	20925861	0.02
1000077	20927447	0.04
1000077	20990006	0.02
1000078	20524485	0.1
1000078	20868364	0.09
1000078	20894847	0.02
1000078	20925862	0.02
1000078	20927447	0.02
1000078	20990007	0.02
1000079	20868364	0.05
1000079	20894848	0.02
1000079	20913296	0.02
1000079	20925863	0.02
1000079	20927448	0.02
1000079	20990008	0.02
100008	20092616	0.02
100008	20093040	0.04
100008	20094749	0.05
100008	20094750	0.02
100008	20095782	0.02
100008	20098727	0.02
100008	20105791	0.02
100008	20106365	0.23
1000080	20868364	0.1
1000080	20894785	0.02
1000080	20894835	0.03
1000080	20913296	0.02
1000080	20925839	0.15
1000080	20925841	0.3
1000080	20925842	0.06
1000080	20927449	0.02
1000080	20990009	0.02
1000081	20562363	0.05
1000081	20868364	0.05
1000081	20894849	0.02
1000081	20925858	0.02
1000081	20927450	0.02
1000081	20990010	0.02
1000082	20562363	0.02
1000082	20868364	32.97
1000082	20894785	1.37
1000082	20894786	0.68
1000082	20894787	0.02
1000082	20894850	0.04
1000082	20925864	0.02
1000082	20927451	0.02
1000082	20990011	0.02
1000083	20562363	0.02
1000083	20868364	0.02
1000083	20894851	0.02
1000083	20925865	0.03
1000083	20927452	0.02
1000083	20990012	0.02
1000084	20561984	0.02
1000084	20894788	0.02
1000084	20894852	0.02
1000084	20894853	0.02
1000084	20894854	0.02
1000084	20925866	0.1
1000084	20927453	0.02
1000084	20927454	0.02
1000084	20990013	0.02
1000085	20524485	0.04
1000085	20894786	0.04
1000085	20894852	0.02
1000085	20894855	0.02
1000085	20925867	0.06
1000085	20927455	0.02
1000085	20962708	0.03
1000086	20894789	0.02
1000086	20894855	0.02
1000086	20894856	0.02
1000086	20904366	0.03
1000086	20924899	0.02
1000086	20927456	0.03
1000086	20990014	0.02
1000087	20562162	0.02
1000087	20868364	0.13
1000087	20894786	0.02
1000087	20894857	0.02
1000087	20894858	0.02
1000087	20920101	0.02
1000087	20924898	0.05
1000087	20925868	0.03
1000087	20927457	0.03
1000087	20990015	0.02
1000088	20868364	0.06
1000088	20894859	0.02
1000088	20920102	0.03
1000088	20925163	0.07
1000088	20925869	0.02
1000088	20925870	0.02
1000088	20927458	0.02
1000088	20990016	0.02
1000088	20990017	0.02
1000089	20118511	0.02
1000089	20894790	0.02
1000089	20894860	0.03
1000089	20925163	0.03
1000089	20925757	0.04
1000089	20925870	0.02
1000089	20927459	0.02
1000089	20990018	0.02
100009	20092617	0.02
100009	20094467	0.08
100009	20094468	0.05
100009	20094751	0.02
100009	20094875	0.02
100009	20095789	0.03
100009	20098728	0.02
100009	20106522	0.03
1000090	20894791	0.02
1000090	20894861	0.02
1000090	20894862	0.17
1000090	20894863	0.07
1000090	20894864	0.02
1000090	20894865	0.02
1000090	20920103	0.02
1000090	20925871	0.02
1000090	20927460	0.02
1000090	20964139	0.02
1000091	20894792	0.07
1000091	20894839	0.02
1000091	20920095	0.04
1000091	20920104	0.03
1000091	20920105	0.03
1000091	20925872	0.02
1000091	20925873	0.02
1000091	20927461	0.02
1000091	20990019	0.02
1000092	20868364	1.87
1000092	20894785	0.15
1000092	20894786	0.03
1000092	20894866	0.02
1000092	20920106	0.02
1000092	20925874	0.02
1000092	20927462	0.02
1000092	20990020	0.02
1000093	20868364	0.62
1000093	20894867	0.02
1000093	20920107	0.02
1000093	20925875	0.02
1000093	20925876	0.02
1000093	20927463	0.02
1000093	20990021	0.02
1000094	20868364	0.05
1000094	20894868	0.02
1000094	20920108	0.02
1000094	20924726	0.02
1000094	20927464	0.02
1000094	20990022	0.02
1000095	20868364	0.15
1000095	20894869	0.02
1000095	20894870	0.02
1000095	20920095	0.02
1000095	20924910	0.02
1000095	20927465	0.02
1000095	20990023	0.02
1000095	20990024	0.02
1000096	20683215	0.02
1000096	20868364	0.02
1000096	20894866	0.02
1000096	20894871	0.02
1000096	20920109	0.03
1000096	20925877	0.02
1000096	20927466	0.02
1000096	20990025	0.02
1000097	20868364	0.04
1000097	20894866	0.11
1000097	20920110	0.02
1000097	20925878	0.02
1000097	20927467	0.03
1000097	20990026	0.03
1000098	20868364	0.03
1000098	20894866	0.05
1000098	20920111	0.02
1000098	20925879	0.02
1000098	20927468	0.02
1000098	20990027	0.02
1000099	20868364	0.02
1000099	20894872	0.02
1000099	20920055	0.02
1000099	20925880	0.02
1000099	20927469	0.02
1000099	20990028	0.02
10001	20008912	0.02
10001	20009009	0.06
10001	20009481	0.02
10001	20009994	0.02
10001	20010220	0.02
10001	20011126	0.02
100010	20092618	0.02
100010	20094467	0.09
100010	20094752	0.02
100010	20094875	0.04
100010	20098729	0.02
100010	20106523	0.02
1000100	20868364	1.68
1000100	20894873	0.04
1000100	20913412	0.02
1000100	20920112	0.02
1000100	20924916	0.02
1000100	20927470	0.02
1000100	20990029	0.02
1000101	20868364	0.02
1000101	20894874	0.02
1000101	20920113	0.02
1000101	20925877	0.02
1000101	20927471	0.02
1000101	20990030	0.02
1000102	20530257	0.02
1000102	20590255	0.04
1000102	20683087	0.18
1000102	20865796	0.02
1000102	20868364	0.02
1000102	20894874	0.05
1000102	20894875	0.02
1000102	20927472	0.03
1000102	20990031	0.02
1000103	20868364	0.49
1000103	20894876	0.04
1000103	20920114	0.02
1000103	20925881	0.02
1000103	20927473	0.02
1000103	20990032	0.02
1000104	20868364	0.17
1000104	20894877	0.03
1000104	20920115	0.02
1000104	20924910	0.02
1000104	20924911	0.05
1000104	20924912	0.03
1000104	20924940	0.02
1000104	20925882	0.06
1000104	20927474	0.02
1000104	20990033	0.02
1000105	20868364	0.05
1000105	20894824	0.03
1000105	20920116	0.02
1000105	20924911	0.02
1000105	20927475	0.02
1000105	20990034	0.02
1000106	20549912	0.02
1000106	20865796	0.04
1000106	20868364	0.03
1000106	20894866	0.03
1000106	20925883	0.02
1000106	20927476	0.02
1000106	20990035	0.03
1000106	20990036	0.02
1000107	20868364	0.02
1000107	20894866	0.02
1000107	20920117	0.02
1000107	20925884	0.02
1000107	20927477	0.11
1000107	20990037	0.02
1000108	20361874	0.02
1000108	20416792	0.02
1000108	20868364	0.02
1000108	20894877	0.1
1000108	20920118	0.05
1000108	20927478	0.02
1000109	20862208	0.06
1000109	20868364	3.12
1000109	20894785	0.03
1000109	20894877	0.02
1000109	20920119	0.02
1000109	20925885	0.02
1000109	20927479	0.02
1000109	20990038	0.02
100011	20092619	0.02
100011	20092620	0.02
100011	20094518	0.02
100011	20094753	0.02
100011	20094875	0.06
100011	20095782	0.3
100011	20095783	0.16
100011	20095790	0.03
100011	20095791	0.02
100011	20095792	0.02
100011	20095793	0.02
100011	20098730	0.02
100011	20106524	0.02
1000110	20530258	0.03
1000110	20862208	0.02
1000110	20868364	0.05
1000110	20894878	0.02
1000110	20927480	0.02
1000110	20990039	0.02
1000111	20868364	0.03
1000111	20894879	0.02
1000111	20920120	0.02
1000111	20924940	0.06
1000111	20924942	0.03
1000111	20925882	0.08
1000111	20925886	0.02
1000111	20927481	0.02
1000111	20990040	0.02
1000112	20260537	0.1
1000112	20361874	0.02
1000112	20868364	0.05
1000112	20894880	0.02
1000112	20920121	0.02
1000112	20925887	0.02
1000112	20925888	0.04
1000112	20927482	0.03
1000113	20458390	0.03
1000113	20530258	0.04
1000113	20530259	0.04
1000113	20590308	0.02
1000113	20868364	0.02
1000113	20894881	0.02
1000113	20924940	0.06
1000113	20927483	0.02
1000114	20530258	0.04
1000114	20530259	0.05
1000114	20894793	0.02
1000114	20894882	0.07
1000114	20894883	0.02
1000114	20920122	0.09
1000114	20927484	0.05
1000114	20990041	0.02
1000115	20459585	0.66
1000115	20459713	0.08
1000115	20459716	0.17
1000115	20894789	0.02
1000115	20894884	0.02
1000115	20920122	0.02
1000115	20925889	0.02
1000115	20927485	0.04
1000115	20990042	0.02
1000116	20862208	0.02
1000116	20894794	0.02
1000116	20894795	0.03
1000116	20894885	0.02
1000116	20925890	0.02
1000116	20927486	0.02
1000116	20990043	0.02
1000116	20990044	0.02
1000117	20515797	0.02
1000117	20894796	0.02
1000117	20920123	0.02
1000117	20925188	0.05
1000117	20925891	0.02
1000117	20990045	0.02
1000118	20289196	0.04
1000118	20894797	0.02
1000118	20894886	0.02
1000118	20913421	0.02
1000118	20925880	0.02
1000118	20927487	0.02
1000119	20336360	0.02
1000119	20460069	0.04
1000119	20460074	0.02
1000119	20894798	0.02
1000119	20894887	0.02
1000119	20920124	0.02
1000119	20925892	0.02
1000119	20927488	0.02
100012	20092621	0.02
100012	20092622	0.05
100012	20094492	0.08
100012	20094513	0.09
100012	20094519	1.5
100012	20094754	0.02
100012	20095653	0.02
100012	20097080	2.98
100012	20097082	0.02
100012	20098731	0.21
100012	20098732	0.17
100012	20098733	0.59
100012	20098734	0.08
100012	20098735	0.02
100012	20098736	0.05
100012	20106525	0.02
1000120	20463253	0.05
1000120	20463254	0.04
1000120	20463255	0.04
1000120	20894799	0.02
1000120	20894888	0.06
1000120	20894889	0.02
1000120	20920125	0.02
1000120	20925893	0.02
1000120	20927489	0.03
1000121	20894800	0.03
1000121	20894801	0.02
1000121	20894890	0.02
1000121	20920126	0.05
1000121	20925894	0.02
1000121	20927490	0.02
1000121	20990046	0.03
1000122	20562096	0.02
1000122	20894802	0.02
1000122	20894891	0.02
1000122	20925895	0.02
1000122	20927491	0.02
1000122	20990047	0.02
1000123	20465897	0.09
1000123	20837929	0.02
1000123	20892929	0.05
1000123	20894892	0.02
1000123	20920127	0.02
1000123	20924239	0.05
1000123	20925896	0.02
1000123	20927492	0.02
1000123	20990048	0.02
1000123	20990049	0.02
1000124	20605745	0.06
1000124	20605746	0.04
1000124	20894803	0.02
1000124	20894893	0.02
1000124	20920128	0.03
1000124	20924239	0.05
1000124	20927493	0.02
1000125	20450503	0.02
1000125	20837929	0.08
1000125	20892966	0.02
1000125	20894894	0.02
1000125	20920129	0.02
1000125	20924651	0.05
1000125	20927494	0.02
1000125	20990050	0.02
1000126	20894804	0.05
1000126	20894895	0.02
1000126	20920129	0.02
1000126	20920130	0.03
1000126	20925897	0.02
1000126	20927495	0.02
1000126	20990051	0.02
1000126	20990052	0.02
1000127	20477702	0.04
1000127	20894805	0.02
1000127	20894896	0.04
1000127	20920131	0.02
1000127	20925680	0.05
1000127	20925898	0.02
1000127	20927496	0.02
1000127	20990053	0.02
1000128	20483268	0.02
1000128	20894806	0.02
1000128	20894896	0.02
1000128	20894897	0.02
1000128	20920117	0.02
1000128	20925899	0.02
1000128	20927497	0.02
1000129	20370161	0.02
1000129	20894807	0.02
1000129	20894896	0.04
1000129	20920132	0.02
1000129	20925900	0.04
1000129	20990054	0.18
100013	20092623	0.02
100013	20094520	0.05
100013	20094755	0.02
100013	20095783	0.09
100013	20098731	0.04
100013	20106526	0.02
1000130	20465847	0.02
1000130	20486734	0.02
1000130	20486735	0.05
1000130	20894808	0.02
1000130	20894888	0.02
1000130	20920133	0.02
1000130	20923551	1.2
1000130	20924853	0.23
1000130	20924931	0.02
1000130	20925901	0.18
1000130	20925902	0.22
1000130	20925903	0.11
1000130	20925904	0.02
1000130	20925905	0.04
1000130	20925906	0.04
1000130	20925907	0.02
1000130	20925908	0.02
1000130	20925909	0.02
1000130	20925910	0.02
1000130	20927459	0.03
1000130	20990055	0.05
1000131	20283394	0.02
1000131	20562185	0.02
1000131	20894809	0.02
1000131	20894898	0.04
1000131	20924857	0.07
1000131	20925901	0.04
1000131	20927498	0.02
1000132	20364271	0.04
1000132	20674527	0.04
1000132	20893552	0.03
1000132	20894899	0.02
1000132	20894900	0.19
1000132	20894901	0.19
1000132	20894902	0.16
1000132	20894903	0.02
1000132	20920134	0.02
1000132	20927499	0.02
1000132	20990056	0.02
1000133	20894810	0.02
1000133	20894904	0.02
1000133	20894905	0.02
1000133	20920135	0.03
